canonical_purchase_id,purchase_number,title,customer_name,customer_inn,customer_kpp,customer_ogrn,relation_to_sber,publication_date,end_date,amount_rub,currency,status,procedure_type,law_or_section,platform_section,region,primary_source,source_count,source_systems,primary_url,sberbank_ast_url,eis_url,link_quality,year,month
purchase:62136408,62136408,Предмет интерьера,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-17,2025-12-18,9999.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ab20c0f6-575e-490f-b0ad-538b4f6dcead,https://sberb2b.ru/request/supplier/preview/ab20c0f6-575e-490f-b0ad-538b4f6dcead,,single_source,2025,2025-12
purchase:10957568,10957568,Осушитель воздуха,СИБИРСКИЙ БАНК ПАО СБЕРБАНК,7707083893,773601001,1027700132195,parent,2025-12-17,2025-12-22,27000.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,Новосибирская обл,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/64d90781-900b-45a5-a426-335ba23c9ccf,https://sberb2b.ru/request/supplier/preview/64d90781-900b-45a5-a426-335ba23c9ccf,,single_source,2025,2025-12
purchase:72978467,72978467,Брошюровщик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-16,2025-12-17,5698.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/7aeba34b-24e4-4362-8938-3aebf5cb167b,https://sberb2b.ru/request/supplier/preview/7aeba34b-24e4-4362-8938-3aebf5cb167b,,single_source,2025,2025-12
purchase:132353597,132353597,Шумопоглащающие перегородки_Екатеринбург,УРАЛЬСКИЙ БАНК ПАО СБЕРБАНК,7707083893,773601001,1027700132195,parent,2025-12-15,2025-12-18,44000.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,Свердловская обл,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/46cdc1b4-51fd-4123-80be-19041c298562,https://sberb2b.ru/request/supplier/preview/46cdc1b4-51fd-4123-80be-19041c298562,,single_source,2025,2025-12
purchase:23953774,23953774,Канцелярские товары и офисная бумага для фасилитации,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-10,2025-12-12,497600.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/f5ec23da-48f2-4b6d-8bfa-100028227390,https://sberb2b.ru/request/supplier/preview/f5ec23da-48f2-4b6d-8bfa-100028227390,,single_source,2025,2025-12
purchase:132451723,132451723,Поставка дивана,УРАЛЬСКИЙ БАНК ПАО СБЕРБАНК,7707083893,773601001,1027700132195,parent,2025-12-09,2025-12-11,73000.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,Свердловская обл,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/182903cc-a8e2-491f-a17f-6a944a9821f5,https://sberb2b.ru/request/supplier/preview/182903cc-a8e2-491f-a17f-6a944a9821f5,,single_source,2025,2025-12
purchase:25392390,25392390,Шкаф-Купе,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-08,2025-12-11,499730.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/953c6585-e6b8-4878-95bb-2a2daa0c3f3f,https://sberb2b.ru/request/supplier/preview/953c6585-e6b8-4878-95bb-2a2daa0c3f3f,,single_source,2025,2025-12
purchase:30861315,30861315,Материалы для фасилитации и офисные принадлежности,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-05,2025-12-08,497600.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/f87f511c-0488-4a4c-9c94-8126a17e7c53,https://sberb2b.ru/request/supplier/preview/f87f511c-0488-4a4c-9c94-8126a17e7c53,,single_source,2025,2025-12
purchase:14764022,14764022,Комплектующие для металлической мебели,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-05,2025-12-08,56800.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5b24744a-e544-433e-886c-424ccf9acffa,https://sberb2b.ru/request/supplier/preview/5b24744a-e544-433e-886c-424ccf9acffa,,single_source,2025,2025-12
purchase:29403025,29403025,Металлическая мебель,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-05,2025-12-10,425175.40,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/182157b8-cba9-4bc5-9a04-1857d4b63aee,https://sberb2b.ru/request/supplier/preview/182157b8-cba9-4bc5-9a04-1857d4b63aee,,single_source,2025,2025-12
purchase:109289440,109289440,Игры и конструкторы для фасилитации,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-05,2025-12-08,338783.50,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/67b504cc-6c46-4ec1-b209-2f1551c18564,https://sberb2b.ru/request/supplier/preview/67b504cc-6c46-4ec1-b209-2f1551c18564,,single_source,2025,2025-12
purchase:101879042,101879042,Лестница-стремянка трехсекционная,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-12-02,2025-12-04,24890.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b2d53c52-55ed-48ad-ac7d-94e06b8bae7c,https://sberb2b.ru/request/supplier/preview/b2d53c52-55ed-48ad-ac7d-94e06b8bae7c,,single_source,2025,2025-12
purchase:87609565,87609565,оружейные шкафы,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-27,2025-12-02,217527.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c4f3b6aa-492b-48fa-8ff4-ab8c472f3313,https://sberb2b.ru/request/supplier/preview/c4f3b6aa-492b-48fa-8ff4-ab8c472f3313,,single_source,2025,2025-11
purchase:51346084,51346084,Оборудование и тканевые маски,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-25,2025-11-27,49434.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/847c2352-c7fc-4d51-a29d-cda3aca82e27,https://sberb2b.ru/request/supplier/preview/847c2352-c7fc-4d51-a29d-cda3aca82e27,,single_source,2025,2025-11
purchase:123870997,123870997,Беруши,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-14,2025-11-17,59840.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/75693ea0-ffb9-4a53-bc65-91d2a8bbd884,https://sberb2b.ru/request/supplier/preview/75693ea0-ffb9-4a53-bc65-91d2a8bbd884,,single_source,2025,2025-11
purchase:101473831,101473831,Сушильные шкафы,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-14,2025-11-18,454863.75,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4adb720b-d178-4856-b8ce-7a0119fe380c,https://sberb2b.ru/request/supplier/preview/4adb720b-d178-4856-b8ce-7a0119fe380c,,single_source,2025,2025-11
purchase:53751942,53751942,"Рамка для дипломов, грамот А4","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-13,2025-11-18,2111.40,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4d7aa433-c989-45a8-8a4c-2a36c5d57518,https://sberb2b.ru/request/supplier/preview/4d7aa433-c989-45a8-8a4c-2a36c5d57518,,single_source,2025,2025-11
purchase:98707089,98707089,Тумба инструментальная,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-07,2025-11-12,52800.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/91b9284b-e4eb-4d44-abd7-9e485e415632,https://sberb2b.ru/request/supplier/preview/91b9284b-e4eb-4d44-abd7-9e485e415632,,single_source,2025,2025-11
purchase:60223025,60223025,Фото и видеооборудование,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-11-01,2025-11-05,340638.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/a851a22f-7716-4a49-b69f-442757df2606,https://sberb2b.ru/request/supplier/preview/a851a22f-7716-4a49-b69f-442757df2606,,single_source,2025,2025-11
purchase:109575881,109575881,Антистатическая мебель,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-10-31,2025-11-05,215000.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/48bfb21d-811a-4f37-b722-b1cac704ed08,https://sberb2b.ru/request/supplier/preview/48bfb21d-811a-4f37-b722-b1cac704ed08,,single_source,2025,2025-10
purchase:11651097,11651097,Антистатическая мебель,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-10-30,2025-11-01,285890.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/bedd8976-6137-431d-8764-2c132c1db549,https://sberb2b.ru/request/supplier/preview/bedd8976-6137-431d-8764-2c132c1db549,,single_source,2025,2025-10
purchase:33982455,33982455,Фото и видеооборудование,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-10-30,2025-11-01,364560.00,RUB,Отменено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/887bd461-4a44-43b6-8921-0cd1d64ce563,https://sberb2b.ru/request/supplier/preview/887bd461-4a44-43b6-8921-0cd1d64ce563,,single_source,2025,2025-10
purchase:41352319,41352319,Контейнер для мусора,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-10-16,2025-10-20,19190.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/3d87a5b5-d922-4665-9e7c-5ca2c215d74d,https://sberb2b.ru/request/supplier/preview/3d87a5b5-d922-4665-9e7c-5ca2c215d74d,,single_source,2025,2025-10
purchase:87763708,87763708,Лестницы и стремянки,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-09-18,2025-09-23,323526.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b2a96db1-9fd2-40f7-88ea-3d06d1282d30,https://sberb2b.ru/request/supplier/preview/b2a96db1-9fd2-40f7-88ea-3d06d1282d30,,single_source,2025,2025-09
purchase:104641873,104641873,Пылесос и комплектующие,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-09-15,2025-09-18,120826.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ac61ca45-a53d-4714-9b02-143e6391d729,https://sberb2b.ru/request/supplier/preview/ac61ca45-a53d-4714-9b02-143e6391d729,,single_source,2025,2025-09
purchase:115798286,115798286,Беговая дорожка,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-09-04,2025-09-09,66125.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c9370d41-f39f-4f00-8763-[PHONE]ad,https://sberb2b.ru/request/supplier/preview/c9370d41-f39f-4f00-8763-[PHONE]ad,,single_source,2025,2025-09
purchase:119540384,119540384,Электрическая турка,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-09-04,2025-09-05,34450.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/674f83f0-fb38-4b76-b79d-adb4c98e6623,https://sberb2b.ru/request/supplier/preview/674f83f0-fb38-4b76-b79d-adb4c98e6623,,single_source,2025,2025-09
purchase:10319775,10319775,Ручной и электроинструмент,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-08-21,2025-08-26,186985.44,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/d35986d3-5954-4aa6-80c6-3d724ace3e9d,https://sberb2b.ru/request/supplier/preview/d35986d3-5954-4aa6-80c6-3d724ace3e9d,,single_source,2025,2025-08
purchase:101381336,101381336,Спортивное оборудование,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-08-06,2025-08-08,294767.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/fbf05dbf-4858-4ab8-af3d-bfdb873564ec,https://sberb2b.ru/request/supplier/preview/fbf05dbf-4858-4ab8-af3d-bfdb873564ec,,single_source,2025,2025-08
purchase:19386576,19386576,Диван 3-х местный,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-08-04,2025-08-07,48640.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/1607126e-f7e3-4713-ad4c-67915b9661dc,https://sberb2b.ru/request/supplier/preview/1607126e-f7e3-4713-ad4c-67915b9661dc,,single_source,2025,2025-08
purchase:97150432,97150432,"Шредер уничтожитель Office Kit SA250M 1,9х12 с автоподачей и Шредер уничтожитель Office Kit S190 1х2 или аналоги","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-28,2025-07-31,73280.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/d5a4f374-c8f9-4413-b374-9d5132a728de,https://sberb2b.ru/request/supplier/preview/d5a4f374-c8f9-4413-b374-9d5132a728de,,single_source,2025,2025-07
purchase:57745416,57745416,Покрывало спасательное изотермическое,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-21,2025-07-24,32100.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b40ed263-d141-4c7b-ba3e-6608704ae1d8,https://sberb2b.ru/request/supplier/preview/b40ed263-d141-4c7b-ba3e-6608704ae1d8,,single_source,2025,2025-07
purchase:19988302,19988302,Кресло,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-21,2025-07-24,42640.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/020f9a57-215a-4dee-a6b7-4c7d7e4ef460,https://sberb2b.ru/request/supplier/preview/020f9a57-215a-4dee-a6b7-4c7d7e4ef460,,single_source,2025,2025-07
purchase:115711835,115711835,"Диктофон SONY ICD-UX570, либо аналог","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-21,2025-07-24,16250.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5fe1979b-c50e-4f4b-9cf5-83f9ee57b5df,https://sberb2b.ru/request/supplier/preview/5fe1979b-c50e-4f4b-9cf5-83f9ee57b5df,,single_source,2025,2025-07
purchase:13776416,13776416,Безмасляный компрессор высокой производительности малошумный DAEWOO DAC 480S или аналог,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-18,2025-07-23,44800.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4eb0be5c-dfb3-4223-ba6a-4362a325df9f,https://sberb2b.ru/request/supplier/preview/4eb0be5c-dfb3-4223-ba6a-4362a325df9f,,single_source,2025,2025-07
purchase:128012098,128012098,Стойка мебельная,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-18,2025-07-23,87738.00,RUB,Подача заявок,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/af2213f7-00db-46c3-bffc-e9db84d5c562,https://sberb2b.ru/request/supplier/preview/af2213f7-00db-46c3-bffc-e9db84d5c562,,single_source,2025,2025-07
purchase:77000543,77000543,Торшер напольный 5835L1L GDGDWT или аналог,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-18,2025-07-23,16380.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/bac92586-403a-420a-b394-d9f8e353c053,https://sberb2b.ru/request/supplier/preview/bac92586-403a-420a-b394-d9f8e353c053,,single_source,2025,2025-07
purchase:25311578,25311578,Тумба с раковиной,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",7707083893,773601001,1027700132195,parent,2025-07-14,2025-07-17,187000.00,RUB,Завершено,Запрос предложений в электронной форме,SberB2B,SberB2B,г Москва,Sberbank-AST,1,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/a81b4934-eec1-42ef-b8c2-f8f2c3f5d155,https://sberb2b.ru/request/supplier/preview/a81b4934-eec1-42ef-b8c2-f8f2c3f5d155,,single_source,2025,2025-07
