canonical_purchase_id,purchase_number,source_system,card_url,document_url,document_type,metadata_status,download_status,extraction_status,anonymization_status,processing_priority,processing_idea
purchase:10957568,10957568,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/64d90781-900b-45a5-a426-335ba23c9ccf,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:72978467,72978467,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/7aeba34b-24e4-4362-8938-3aebf5cb167b,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:132353597,132353597,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/46cdc1b4-51fd-4123-80be-19041c298562,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:23953774,23953774,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/f5ec23da-48f2-4b6d-8bfa-100028227390,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:132451723,132451723,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/182903cc-a8e2-491f-a17f-6a944a9821f5,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:25392390,25392390,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/953c6585-e6b8-4878-95bb-2a2daa0c3f3f,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:30861315,30861315,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/f87f511c-0488-4a4c-9c94-8126a17e7c53,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:14764022,14764022,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5b24744a-e544-433e-886c-424ccf9acffa,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:29403025,29403025,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/182157b8-cba9-4bc5-9a04-1857d4b63aee,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:109289440,109289440,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/67b504cc-6c46-4ec1-b209-2f1551c18564,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:101879042,101879042,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b2d53c52-55ed-48ad-ac7d-94e06b8bae7c,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:87609565,87609565,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c4f3b6aa-492b-48fa-8ff4-ab8c472f3313,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:51346084,51346084,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/847c2352-c7fc-4d51-a29d-cda3aca82e27,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:123870997,123870997,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/75693ea0-ffb9-4a53-bc65-91d2a8bbd884,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:101473831,101473831,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4adb720b-d178-4856-b8ce-7a0119fe380c,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:53751942,53751942,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4d7aa433-c989-45a8-8a4c-2a36c5d57518,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:98707089,98707089,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/91b9284b-e4eb-4d44-abd7-9e485e415632,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:60223025,60223025,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/a851a22f-7716-4a49-b69f-442757df2606,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:109575881,109575881,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/48bfb21d-811a-4f37-b722-b1cac704ed08,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:11651097,11651097,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/bedd8976-6137-431d-8764-2c132c1db549,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:33982455,33982455,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/887bd461-4a44-43b6-8921-0cd1d64ce563,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:41352319,41352319,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/3d87a5b5-d922-4665-9e7c-5ca2c215d74d,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:87763708,87763708,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b2a96db1-9fd2-40f7-88ea-3d06d1282d30,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:104641873,104641873,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ac61ca45-a53d-4714-9b02-143e6391d729,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:115798286,115798286,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c9370d41-f39f-4f00-8763-[PHONE]ad,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:119540384,119540384,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/674f83f0-fb38-4b76-b79d-adb4c98e6623,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:10319775,10319775,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/d35986d3-5954-4aa6-80c6-3d724ace3e9d,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:101381336,101381336,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/fbf05dbf-4858-4ab8-af3d-bfdb873564ec,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:19386576,19386576,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/1607126e-f7e3-4713-ad4c-67915b9661dc,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:97150432,97150432,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/d5a4f374-c8f9-4413-b374-9d5132a728de,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:57745416,57745416,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b40ed263-d141-4c7b-ba3e-6608704ae1d8,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:19988302,19988302,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/020f9a57-215a-4dee-a6b7-4c7d7e4ef460,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:115711835,115711835,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5fe1979b-c50e-4f4b-9cf5-83f9ee57b5df,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:13776416,13776416,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4eb0be5c-dfb3-4223-ba6a-4362a325df9f,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:128012098,128012098,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/af2213f7-00db-46c3-bffc-e9db84d5c562,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:77000543,77000543,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/bac92586-403a-420a-b394-d9f8e353c053,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:25311578,25311578,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/a81b4934-eec1-42ef-b8c2-f8f2c3f5d155,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:24631639,24631639,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/8092519e-c1e9-40a5-8e10-220d4b4dafb3,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:127115094,127115094,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/2ad4bcac-23e9-404e-8eb4-2a843dfaef62,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:75248139,75248139,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5f814395-fd83-41de-b062-fbecb657e639,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:131199457,131199457,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/3c874ed9-e9fa-44bf-8f5d-24f0edce1726,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:93118603,93118603,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/e3fa6316-d17f-42a3-8904-092f94951cc4,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:81215614,81215614,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5a58fa2e-ccff-4eda-b501-87477a1c55f3,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:73355679,73355679,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5e001e55-a03c-442f-b1ff-dc63d4a198d4,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:1895000000824000001,1895000000824000001,Sberbank-AST,https://www.sberbank-ast.ru/OK/purchaseview.aspx?id=10184329,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:1895000000824000001,1895000000824000001,EIS,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=1895000000824000001,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:34827360,34827360,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/62e751db-12e0-44ea-8bac-e4ca9a31d736,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:126654667,126654667,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/b15575db-8c40-4298-b0b3-def4cfa265bb,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:102395652,102395652,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ef52bc50-6c23-46c7-a2ad-977054a8325a,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:115938226,115938226,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c7de452f-cde4-44b4-8e5a-c17ac53bf7de,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:SBR028-2510290014.1,SBR028-2510290014.1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/21/0/0/3523539,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:62042036,62042036,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/87e44817-163c-4f56-94a0-25801dc08a3a,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:39016690,39016690,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/20c43188-a722-414c-aadf-a3a1953012dc,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:30384245,30384245,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4443db6e-3582-4bfb-bcfd-ab524ac5bcb8,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:21131580,21131580,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/748b956d-e691-4442-b143-9d4adac1dbfb,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:SBR028-2510130019.1,SBR028-2510130019.1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/3482717,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:76898671,76898671,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/4518fea4-543e-4d9a-afd2-176d96cf0066,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:SBR028-2509190035.1,SBR028-2509190035.1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/21/0/0/3422335,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:SBR028-2507290045.1,SBR028-2507290045.1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/21/0/0/3291310,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:86062518,86062518,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ac0e59a8-3658-4805-82bf-14d56c83ab04,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:35884292,35884292,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/df9669ac-7346-47e9-ab68-36e5e2067566,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:93485350,93485350,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/bedb64bf-de04-495c-8f81-a9cf6e526390,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:124040848,124040848,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/c0c29506-1c88-4641-a422-4740b9c25a1b,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:SBR028-2504010022.1,SBR028-2504010022.1,Sberbank-AST,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/2932750,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:77256186,77256186,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/5e16a952-d540-4990-8b25-e62ce3c362ae,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:105075646,105075646,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/ad2501ed-cddc-4d13-a4ca-518745275e13,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:101938044,101938044,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/6887c9f4-543d-4b9a-a0a4-ae88b4d53075,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:107803731,107803731,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/7a32fa01-5a98-4a08-b1ea-e9b67624e348,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:114021242,114021242,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/cf68643c-d20e-4200-b02c-e8ed0dacb3fb,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
purchase:114766662,114766662,Sberbank-AST,https://sberb2b.ru/request/supplier/preview/67cbad9e-ba80-4d54-99bf-911438dbf0da,,unknown_until_card_crawl,card_queued,not_started,not_started,not_started,normal,"crawl card; enumerate attachments; hash files; extract PDF/DOCX/XLSX text; OCR scans; anonymize; extract participants, winner, final price, requirements and delivery terms"
